"1";"2";"3";"4";"5";"6";"7";"8";"9";"10";"11";"12";"13";"14";"15"
0.00545678851207917;0.00815696019710175;3.79173561200436e-06;1.69902160928139e-10;1.08273826717258e-11;3.27646064098105e-10;1.31163472065664e-11;2.12196323512871e-14;7.28860357154972e-08;8.81200319994851e-07;5.98214942964084e-09;3.24721325929058e-19;5.54753776491397e-24;1.004471584493e-10;2.41985413965604e-29
0.784921525069814;0.834971477121021;0.138595187374776;0.000643671028933485;0.000416724771786934;2.59152042200575e-10;1.18168913708488e-07;6.92998160565532e-13;3.64460864143585e-08;4.40600159997434e-07;1.50658645770688e-08;8.09867381405063e-08;7.16436632057315e-20;5.02235792681811e-11;2.06369971294194e-17
1.22423508227194;0.556727212693581;0.0924838583829839;0.188458643427919;0.00029176383016482;0.000168302668190414;3.32659025925321e-06;5.00399325017727e-05;2.42974929701921e-08;2.93733551384485e-07;1.00439097180473e-08;5.39911587603419e-08;0.000474696175035363;3.34823861787876e-11;9.85371091371242e-11
0.91873797580894;0.4175454878439;0.0693745310643367;0.14134398334825;0.000218822923958615;0.000126227001149272;2.49496260790036e-06;3.75299656092932e-05;1.82231437288674e-08;2.20491078284716e-07;7.5329627443896e-09;4.04934466399882e-08;0.000356022131276522;8.94874612330127e-11;7.39028318549387e-11
0.734995715870195;0.334096420538081;0.0559077796898269;0.114772829991883;0.00282002453558903;0.000101754045134828;1.99597282167319e-06;3.00455197533144e-05;2.61453792956615e-08;1.82201861463592e-07;3.55091083888736e-05;3.23947573386705e-08;0.000284817705021942;7.15899689898988e-11;5.91222654861655e-11
1.27276210001814;0.408454049341414;0.0465899724974664;0.0956496349821502;0.00235002045574251;0.000401023456322882;7.03386083696437e-05;2.5037933176678e-05;1.95143736099529e-06;1.51834885537332e-07;2.95909236573947e-05;2.69956311156005e-08;0.000237348087521491;5.96583151800784e-11;4.92685545718061e-11
1.12436371783222;0.352034848690531;1.55366850893908;0.0819896856987713;0.00486319506303392;0.000343739194485582;6.02902357454101e-05;2.14619063774015e-05;1.67266059513882e-06;1.30144187603447e-07;2.53636488493506e-05;2.31391124616507e-08;0.000203441217875564;5.11357228314676e-11;4.22308574702356e-11
1.00000437863297;0.335012832857492;1.35945994551969;0.0718626144053759;0.00425529568388378;0.000301004963926091;0.000171485165402516;1.87805627395087e-05;4.9760310640664e-06;5.38585449066041e-07;2.22356030937528e-05;2.0246723462149e-08;0.000178011065641193;4.47441904516391e-11;3.69520003664235e-11
0.893719282653267;0.297880514692336;1.20840886779896;0.0638778794717841;0.00378248509734024;0.000267559967934401;0.000152433320345139;1.66938335463214e-05;5.30899128007491e-06;4.78779757329761e-07;1.97649807812049e-05;1.83845856471945e-08;0.000158236739152563;3.97726141408713e-11;3.28462225479322e-11
0.859063006961534;0.27054628209788;5.30622769349048;0.0576801561899241;0.00370406276059932;0.0359073288675751;0.000137189992755822;1.5024450317019e-05;4.77809215206742e-06;4.30901781596808e-07;1.77884827801184e-05;1.65461270824783e-08;0.000142413065237341;3.57953528439647e-11;2.95618678141754e-11
1.09995179983213;1.45406863024149;4.82386868274417;0.0527156351761201;0.00336748214505065;0.0326436327224209;0.000124821910823187;2.04108567332453e-05;4.34564988227744e-06;3.91730984776146e-07;1.61713479819258e-05;1.50419338478421e-08;0.000129466422943038;3.25412300685837e-11;2.68744253209867e-11
1.00830287565278;1.33289625090963;4.42188198466769;0.0483238608226925;0.00308758411363539;0.0299233299955527;0.000114420583377677;1.87104238614831e-05;3.98351281343482e-06;3.59086739651863e-07;0.000211793705424943;1.37884795593326e-08;0.000118677573847817;2.99110493620723e-11;2.46348906146304e-11
0.930776794738125;1.23036577205306;4.08439608471651;0.0448943820947908;0.00285226526345218;0.0276217905591859;0.000105619001566373;1.72711604895305e-05;3.67709676255616e-06;3.31900712865932e-07;0.000195501881932227;8.55089044832361e-07;0.000109548529705679;2.76101997175449e-11;2.27399001580558e-11
1.08046605460014;1.30867195928314;3.79265353891575;0.0416876423821072;0.00266776831700514;0.0256499218593588;9.83597148594002e-05;0.000231518642902509;3.41444700420051e-06;3.08194026438029e-07;0.000181537461794238;7.94011255916983e-07;0.000101723634726722;2.56380425948632e-11;2.1115621762813e-11
1.06528368651542;1.31234126382098;3.57801760349471;0.0916415930622831;0.00248991710948594;0.0239399313725335;9.18446103015066e-05;0.000216084066709086;3.18681720745007e-06;2.87647758008948e-07;0.000169434964342993;7.41077172189184e-07;9.49420590782743e-05;2.39288437879034e-11;1.97079137243453e-11
0.999999405178497;1.23032092129872;3.35439155878623;0.0859139934976844;0.00233461462144036;0.0224436858891212;8.61043221576778e-05;0.000202578849623425;3.19390169967024e-06;2.69847186143801e-07;0.000158845279071559;7.18363282494906e-07;8.90081803928327e-05;4.96604606813681e-07;1.84761691416231e-11
0.942126872199947;1.15903465030421;3.1570744103628;0.0808625359235826;0.0021972844345452;0.021123469541267;8.10394241196342e-05;0.000190662471274614;3.00602512989318e-06;2.54048572236129e-07;0.000149504254723117;6.76106619312034e-07;8.37724050756182e-05;4.67392571118759e-07;1.73893356667714e-11
0.943757565409178;1.10178539790619;3.01617581478205;0.0763814963522721;0.00207532651738068;0.0199499434561978;7.65732879092501e-05;0.000180070111763398;2.83913488941067e-06;2.39934762667456e-07;0.000141198462794055;6.38545141132676e-07;7.91183825714176e-05;4.41426317167717e-07;1.64232639479779e-11
