"sobol";"halton";"pseudo"
"-0.99";2.06747559635405;0.0283129864067004;0.641310802322868
"-0.98";1.02847350634021;0.0616451234818342;0.228622041550922
"-0.97";0.666703259314193;0.149159986614261;0.0126457117405876
"-0.96";0.49172005222532;0.173783819442958;0.0813084448040731
"-0.95";0.391669508379733;3.17424536487255;0.305834823214707
"-0.94";0.327594505355887;0.0592805225173843;0.0954342638864745
"-0.93";0.283096324758532;0.0493410216809341;0.0499882269508449
"-0.92";0.250332343313266;0.0674286093036389;1.73076801940531
"-0.91";0.225155998094417;0.0851778702325306;0.915563637840077
"-0.9";0.205184132414087;0.123209872628307;0.00859765202229537
"-0.89";0.188947716791691;0.103605763166051;0.121867158794964
"-0.88";0.175487197298506;0.0753519919133019;0.117231219702044
"-0.87";0.164145745078156;0.0872966738109302;0.757557800564905
"-0.86";0.154456760936183;0.105283788395051;0.116897679057295
"-0.85";0.146079019818976;0.122965788193301;0.118720837979071
"-0.84";0.138757243560153;0.366405031395442;0.557531532848512
"-0.83";0.132296964627934;0.0471359115568189;0.094937981407621
"-0.82";0.126547826521801;0.0603031090222687;0.0526041309005698
"-0.81";0.121392100221737;0.0543696447395989;0.0446363008934685
"-0.8";0.116736563980642;0.0626459334502684;0.0768315061190311
"-0.79";0.112506633085702;0.113723138337757;0.107712733293096
"-0.78";0.108642042138148;0.196010995230375;0.716171197017805
"-0.77";0.105093626012139;0.112474267811642;0.245606518706841
"-0.76";0.101820894138259;1.43722760693931;0.073717201220293
"-0.75";0.0987901867680641;0.0384286497229071;0.0631966467731241
"-0.74";0.0959732635071852;0.0560922941996239;0.118140421507905
"-0.73";0.0933462160653021;0.0278405272353808;0.0543088250983377
"-0.72";0.0908886260755484;0.0433501591643822;0.0283816398662027
"-0.71";0.0885829093257746;0.0426202406241837;0.27201497595306
"-0.7";0.0864138025250692;0.0422050684526656;0.030436399609757
"-0.69";0.0843679595421088;0.0542885068754643;0.0458264590037779
"-0.68";0.0824336320515764;0.0745250938144988;0.0564684305141251
"-0.67";0.0806004154964352;0.0518973572698899;0.0238594644863607
"-0.66";0.0788590457637652;0.0663512171116658;0.0736456969338897
"-0.65";0.077201235367597;0.0996785969085299;0.0862034000092809
"-0.64";0.0756195405127224;0.0641500957873431;0.0977266106452242
"-0.63";0.074107252382331;0.0226183584468239;0.570322962601316
"-0.62";0.0726583074995261;0.0343766515494154;0.329879102052363
"-0.61";0.0712672131698472;0.038419297900231;0.0733900172420274
"-0.6";0.0699289849023831;0.0249171998654815;0.121400923813591
"-0.59";0.0686390933938127;0.0983853184270677;0.043990273598717
"-0.58";0.0673934191903622;0.139020234997236;0.31978228772408
"-0.57";0.0661882135534174;0.0466210165990227;0.821256334750086
"-0.56";0.0650200643729564;0.0373653109722221;0.0410528211898672
"-0.55";0.063885866220198;0.0245429164603708;0.66483505808849
"-0.54";0.0627827938230668;0.0819377050249331;0.119203018381982
"-0.53";0.0617082783977032;0.0383511143154406;0.147172666861483
"-0.52";0.0606599863858874;0.0335158416000344;0.0460475705553445
"-0.51";0.0596358002392719;0.0598497451335007;0.0448888968657528
"-0.5";0.0586338009624663;0.0203819503169879;0.157794573656222
"-0.49";0.0576522521826975;0.0179310665113335;0.598905274169433
"-0.48";0.0566895855574113;0.0316729848203522;0.0253613247844524
"-0.47";0.0557443873654478;0.0266679463822154;0.151723053143945
"-0.46";0.0548153861543905;0.0165450659703304;0.469263461566564
"-0.45";0.0539014413379431;0.0405649401070287;0.134236526568123
"-0.44";0.0530015326540117;0.0298402786876426;0.110139137165956
"-0.43";0.0521147504075131;0.0399518627242677;0.0727642115963573
"-0.42";0.0512402864325671;0.0570713920402154;0.0251365116471666
"-0.41";0.0503774257172557;0.0435382140904946;0.108978293804051
"-0.4";0.0495255386409987;0.0381422612920396;0.0653258997159773
"-0.39";0.0486840737801788;0.2980793875595;0.0185920477040625
"-0.38";0.0478525512422166;0.077803014688376;0.0351891047587019
"-0.37";0.0470305564920808;0.0229361153586197;0.0197421222071773
"-0.36";0.0462177346383842;0.0597225462450257;0.116292478922472
"-0.35";0.0454137851488949;0.0549486344030155;0.0649811693263312
"-0.34";0.0446184569675968;0.0399634548755518;0.764996871388177
"-0.33";0.0438315440074324;0.0586679324710062;0.159553803742113
"-0.32";0.0430528809946277;0.0289282620651571;0.0154773390916858
"-0.31";0.0422823396420729;0.0394988317278134;0.0159232597747295
"-0.3";0.0415198251306591;0.0283390619693885;0.031233810232742
"-0.29";0.0407652728787711;0.077628972975142;0.0802983935900728
"-0.28";0.040018645581339;0.0339714127046704;0.0902151808574454
"-0.27";0.0392799305009666;0.0422790588953586;0.140162618050255
"-0.26";0.0385491369947029;0.483171475878403;0.227759717548535
"-0.25";0.0378262942610073;0.0224033394984035;0.0826416997949563
